
n° escrita, bmp_temp, bmp_pres, bmp_alt, TT101, TT102, TT103, TT104, TT105, TT106, nivelBateria, Gx, Gy, Gz, Ax, Ay, Az, mpu_temp, LAT_GPS, LGN_GPS, KMPH_GPS, SAT_GPS, ALTURA_GPS, gps_pres,
Escrita: 1368,28.53,94280.33,603.75,32.52,29.12,26.07,33.33,35.57,38.27,81,-0.05,0.03,-0.03,-1.22,1.48,-9.52,30.54,-22.48,-47.34,3.28,8,633.10,93947.05,
Escrita: 1369,28.59,94285.52,603.30,32.47,29.08,26.02,33.25,35.50,38.23,80,0.04,-0.01,-0.08,-2.45,1.18,-9.47,30.56,-22.48,-47.34,3.44,8,633.60,93941.40,
Escrita: 1370,28.55,94290.17,602.89,32.60,29.18,26.14,33.30,35.36,38.31,81,-0.47,0.27,0.17,-1.86,0.73,-9.39,30.60,-22.48,-47.34,1.72,8,634.50,93931.23,
Escrita: 1371,28.61,94292.25,602.70,32.53,29.25,26.15,33.32,26.83,38.34,81,0.38,-0.04,-0.12,1.10,-1.47,-6.29,30.58,-22.48,-47.34,0.00,8,635.40,93921.06,
Escrita: 1372,28.57,94302.63,601.79,32.55,29.15,26.12,33.30,34.11,38.29,80,-0.39,-0.17,-0.16,-4.17,-1.41,-7.70,30.60,-22.48,-47.34,0.00,7,636.80,93905.25,
Escrita: 1373,28.58,94292.02,602.72,32.61,29.26,26.17,33.35,35.54,38.45,81,-0.25,-0.03,0.10,-3.59,-0.68,-13.13,30.61,-22.48,-47.34,0.00,7,639.20,93878.14,
Escrita: 1374,28.57,94270.11,604.66,32.51,29.28,26.17,33.34,35.28,38.41,81,-0.04,0.04,-0.08,-0.75,0.07,-3.68,30.62,-22.48,-47.34,0.00,8,639.30,93877.02,
Escrita: 1375,28.66,94215.67,609.46,32.56,29.25,26.17,33.32,11.74,38.41,81,-0.43,-1.26,0.89,1.09,5.91,-19.32,30.63,-22.48,-47.34,0.00,8,640.00,93869.11,
Escrita: 1376,28.61,94198.77,610.96,32.53,29.27,26.17,33.32,34.43,38.46,81,-0.15,0.08,0.36,-3.25,-1.12,-6.28,30.63,-22.48,-47.34,0.00,8,641.50,93852.17,
Escrita: 1377,28.62,94172.28,613.29,32.72,29.20,26.20,33.34,35.64,38.39,79,0.11,-0.32,-0.24,0.33,1.16,-5.56,30.67,-22.48,-47.34,23.11,0,0.00,101325.00,
Escrita: 1378,28.62,94160.19,614.36,32.72,29.29,26.23,33.37,33.10,38.42,79,0.63,-0.95,0.14,-0.70,-1.89,-2.32,30.66,-22.48,-47.34,33.28,0,0.00,101325.00,
Escrita: 1379,28.65,94156.12,614.72,32.55,29.24,26.21,33.35,35.28,38.44,79,0.23,-0.35,-0.01,-0.31,2.47,-10.01,30.69,-22.48,-47.34,34.65,0,0.00,101325.00,
Escrita: 1380,28.65,94170.98,613.41,32.71,29.29,26.27,33.38,33.62,38.47,81,0.02,-0.75,0.84,1.66,1.72,-8.25,30.71,-22.48,-47.34,28.47,0,0.00,101325.00,
Escrita: 1381,28.73,94203.98,610.49,32.60,29.23,26.22,33.35,34.76,38.42,79,-0.05,0.02,-0.02,-0.00,1.27,-9.33,30.70,-22.48,-47.34,1.43,0,0.00,101325.00,
Escrita: 1382,28.69,94203.98,610.49,32.86,29.34,26.33,33.44,34.89,38.52,80,-0.03,-0.01,0.01,-0.23,1.43,-9.41,30.72,-22.48,-47.34,0.80,0,0.00,101325.00,
Escrita: 1383,28.70,94202.16,610.66,32.67,29.33,26.27,33.41,34.85,38.50,79,-0.05,-0.00,0.01,-0.19,1.53,-9.40,30.73,-22.48,-47.34,0.17,8,643.60,93828.46,
Escrita: 1384,28.71,94202.48,610.63,32.78,29.45,26.42,33.67,34.93,38.57,81,-0.07,0.00,0.01,-0.15,1.51,-9.36,30.76,-22.48,-47.34,0.24,7,644.10,93822.82,
Escrita: 1385,28.80,94200.16,610.83,32.77,29.48,26.43,33.65,34.95,38.61,80,-0.06,0.00,0.01,-0.13,1.34,-9.46,30.76,-22.48,-47.34,1.13,7,640.70,93861.20,
Escrita: 1386,28.76,94198.80,610.95,32.82,29.42,26.44,33.63,34.94,38.57,80,-0.08,-0.00,0.03,-0.07,1.40,-9.47,30.79,-22.48,-47.34,0.41,7,641.10,93856.69,
Escrita: 1387,28.84,94198.27,611.00,32.85,29.52,26.46,33.72,34.99,38.68,81,-0.06,0.00,0.01,-0.17,1.45,-9.43,30.79,-22.48,-47.34,0.93,7,640.80,93860.08,
Escrita: 1388,28.80,94197.78,611.04,32.79,29.57,26.49,33.84,35.02,38.74,81,-0.06,0.00,0.01,-0.19,1.47,-9.43,30.80,-22.48,-47.34,0.22,8,644.00,93823.95,
Escrita: 1389,28.81,94198.30,611.00,32.78,29.60,26.50,33.73,34.95,38.70,80,-0.07,0.02,0.01,-0.16,1.64,-9.52,30.81,-22.48,-47.34,0.17,8,645.70,93804.76,
Escrita: 1390,28.82,94198.28,611.00,32.84,29.47,26.47,33.67,34.92,38.61,79,-0.05,0.00,0.01,-0.20,1.51,-9.42,30.84,-22.48,-47.34,1.81,8,647.00,93790.09,
Escrita: 1391,28.86,94192.41,611.52,32.92,29.67,26.59,34.02,35.08,38.71,81,-0.05,0.00,0.01,-0.14,1.44,-9.44,30.86,-22.48,-47.34,0.35,8,645.50,93807.02,
Escrita: 1392,28.86,94196.77,611.13,32.89,29.62,26.59,33.94,34.98,38.68,79,-0.05,0.01,0.00,-0.16,1.45,-9.44,30.87,-22.48,-47.34,0.33,8,642.30,93843.14,
Escrita: 1393,28.95,94196.52,611.15,32.95,29.68,26.64,34.01,35.07,38.79,81,-0.06,-0.00,0.01,-0.16,1.46,-9.42,30.89,-22.48,-47.34,0.09,8,638.50,93886.05,
Escrita: 1394,28.90,94196.34,611.17,33.09,29.71,26.67,34.16,35.12,38.79,81,-0.05,0.00,0.01,-0.15,1.44,-9.45,30.91,-22.48,-47.34,0.72,8,637.30,93899.60,
Escrita: 1395,28.99,94193.90,611.39,32.98,29.68,26.72,34.05,35.14,38.78,81,-0.05,0.00,0.01,-0.15,1.44,-9.45,30.92,-22.48,-47.34,0.07,8,637.90,93892.83,
Escrita: 1396,28.95,94193.75,611.40,33.17,29.71,26.76,34.17,35.17,38.76,81,-0.05,0.00,0.01,-0.15,1.45,-9.45,30.93,-22.48,-47.34,0.28,8,636.90,93904.12,
Escrita: 1397,28.96,94194.11,611.37,33.26,29.75,26.80,34.28,35.22,38.81,81,-0.05,0.00,0.01,-0.18,1.45,-9.45,30.94,-22.48,-47.34,0.11,8,639.00,93880.40,
Escrita: 1398,28.97,94196.84,611.13,32.98,29.70,26.74,34.23,35.12,38.81,81,-0.05,0.00,0.01,-0.15,1.44,-9.43,30.97,-22.48,-47.34,0.43,8,639.40,93875.88,
Escrita: 1399,29.06,94192.61,611.50,33.01,29.76,26.83,34.27,35.20,38.86,82,-0.06,-0.00,0.02,-0.20,1.52,-9.45,31.00,-22.48,-47.34,0.72,8,640.10,93867.98,
Escrita: 1400,29.02,94194.16,611.36,33.22,29.76,26.88,34.31,35.27,38.84,82,-0.05,0.01,0.00,-0.16,1.45,-9.47,31.02,-22.48,-47.34,0.31,8,640.40,93864.59,
Escrita: 1401,29.10,94193.97,611.38,33.04,29.71,26.81,34.20,35.19,38.82,80,-0.05,0.00,0.01,-0.16,1.43,-9.44,31.03,-22.48,-47.34,0.59,8,642.20,93844.27,
Escrita: 1402,29.06,94192.63,611.50,33.07,29.80,26.90,34.28,35.25,38.88,80,-0.05,0.00,0.01,-0.18,1.45,-9.44,31.03,-22.48,-47.34,0.44,8,643.30,93831.85,
Escrita: 1403,29.08,94193.65,611.41,33.01,29.76,26.85,34.29,35.18,38.80,80,-0.06,-0.00,0.01,-0.15,1.44,-9.43,31.07,-22.48,-47.34,0.09,8,642.60,93839.75,
Escrita: 1404,29.08,94193.28,611.44,33.19,29.90,26.99,34.33,35.26,38.88,80,-0.06,-0.00,0.01,-0.12,1.40,-9.46,31.09,-22.48,-47.34,0.22,8,643.70,93827.34,
Escrita: 1405,29.13,94183.18,612.33,33.11,29.84,26.98,34.38,35.28,38.91,81,-0.06,-0.00,0.01,-0.19,1.48,-9.44,31.09,-22.48,-47.34,0.57,8,644.30,93820.56,
Escrita: 1406,29.13,94189.58,611.77,33.06,29.90,26.96,34.36,35.28,38.90,80,-0.05,0.00,0.01,-0.16,1.46,-9.45,31.13,-22.48,-47.34,0.41,8,644.50,93818.30,
Escrita: 1407,29.22,94191.20,611.62,33.13,30.00,27.08,34.50,35.43,39.06,81,-0.05,0.00,0.01,-0.17,1.47,-9.44,31.14,-22.48,-47.34,0.69,8,645.00,93812.66,
Escrita: 1408,29.18,94189.51,611.77,33.23,30.00,27.12,34.50,35.39,39.02,81,-0.05,0.00,0.01,-0.13,1.43,-9.44,31.17,-22.48,-47.34,0.30,8,647.10,93788.96,
Escrita: 1409,29.26,94187.24,611.97,33.26,30.07,27.09,34.42,35.38,39.02,80,-0.06,-0.01,0.01,-0.24,1.45,-9.43,31.17,-22.48,-47.34,0.30,8,647.50,93784.45,
Escrita: 1410,29.22,94188.28,611.88,33.25,30.08,27.14,34.58,35.42,39.08,80,-0.05,0.01,0.00,-0.24,1.51,-9.44,31.21,-22.48,-47.34,0.28,8,647.20,93787.84,
Escrita: 1411,29.30,94185.69,612.11,33.21,30.14,27.14,34.57,35.39,39.14,81,-0.05,0.01,0.00,-0.07,1.38,-9.47,31.21,-22.48,-47.34,0.17,8,647.20,93787.84,
Escrita: 1412,29.26,94186.02,612.08,33.21,30.13,27.15,34.61,35.44,39.14,81,-0.05,-0.00,0.01,-0.16,1.44,-9.47,31.22,-22.48,-47.34,1.13,8,647.90,93779.94,
Escrita: 1413,29.29,94179.42,612.66,33.21,30.12,27.14,34.51,35.39,39.07,80,-0.05,-0.00,0.01,-0.30,1.58,-9.40,31.25,-22.48,-47.34,1.07,8,646.30,93797.99,
Escrita: 1414,29.29,94183.56,612.30,33.30,30.11,27.13,34.53,35.37,39.08,79,-0.05,0.00,0.01,-0.16,1.45,-9.44,31.28,-22.48,-47.34,0.22,8,647.00,93790.09,
Escrita: 1415,29.34,94177.77,612.81,33.39,30.09,27.13,34.52,35.39,39.05,80,-0.06,0.00,0.01,-0.18,1.48,-9.44,31.30,-22.48,-47.34,0.11,8,644.80,93814.92,
Escrita: 1416,29.33,94180.55,612.56,33.37,30.29,27.27,34.78,35.57,39.18,81,-0.06,-0.01,0.01,-0.19,1.46,-9.50,31.31,-22.48,-47.34,0.44,8,643.30,93831.85,
Escrita: 1417,29.38,94176.34,612.94,33.45,30.36,27.29,34.73,35.59,39.20,81,-0.05,0.00,0.00,-0.17,1.45,-9.45,31.35,-22.48,-47.34,0.13,8,643.90,93825.08,
Escrita: 1418,29.38,94180.02,612.61,33.43,30.35,27.34,34.85,35.60,39.22,82,-0.03,0.01,-0.03,-0.08,1.40,-9.48,31.37,-22.48,-47.34,0.33,8,646.20,93799.12,
Escrita: 1419,29.47,94171.92,613.33,33.52,30.41,27.39,34.84,35.61,39.24,81,-0.04,0.01,0.00,-0.20,1.52,-9.43,31.38,-22.48,-47.34,0.52,8,644.40,93819.44,
Escrita: 1420,29.43,94177.62,612.82,33.45,30.28,27.34,34.83,35.63,39.20,81,-0.05,-0.00,0.01,-0.17,1.48,-9.45,31.41,-22.48,-47.34,0.00,8,644.30,93820.56,
Escrita: 1421,29.52,94178.73,612.72,33.48,30.36,27.29,34.79,35.56,39.19,79,-0.05,0.01,-0.00,-0.13,1.44,-9.46,31.42,-22.48,-47.34,0.00,8,643.00,93835.23,
Escrita: 1422,29.48,94178.05,612.79,33.59,30.45,27.44,34.92,35.66,39.34,80,-0.05,0.00,0.00,-0.13,1.44,-9.46,31.46,-22.48,-47.34,0.00,8,644.70,93816.05,
Escrita: 1423,29.56,94179.41,612.66,33.53,30.46,27.47,34.97,35.62,39.31,80,-0.06,0.00,0.00,-0.06,1.42,-9.52,31.48,-22.48,-47.34,0.00,8,647.60,93783.32,
Escrita: 1424,29.53,94176.45,612.93,33.58,30.51,27.48,35.02,35.72,39.37,81,-0.07,-0.01,0.03,-0.14,1.45,-9.48,31.49,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 1425,29.61,94166.73,613.78,33.70,30.52,27.51,35.01,35.71,39.42,80,-0.05,0.01,0.00,-0.29,1.40,-9.39,31.52,-22.48,-47.34,0.39,0,0.00,101325.00,
Escrita: 1426,29.57,94174.14,613.13,33.68,30.46,27.44,34.87,35.63,39.29,79,-0.04,0.00,0.01,-0.11,1.50,-9.52,31.53,-22.48,-47.34,0.56,0,0.00,101325.00,
Escrita: 1427,29.66,94173.41,613.20,33.66,30.64,27.59,35.20,35.78,39.48,82,-0.06,0.01,0.01,-0.31,1.56,-9.40,31.57,-22.48,-47.34,1.04,0,0.00,101325.00,
Escrita: 1428,29.62,94172.89,613.24,33.71,30.55,27.61,35.14,35.75,39.43,81,-0.05,-0.00,0.01,-0.16,1.47,-9.46,31.59,-22.48,-47.34,0.54,0,0.00,101325.00,
Escrita: 1429,29.70,94174.23,613.12,33.82,30.62,27.56,35.16,35.75,39.49,80,-0.05,0.00,0.01,-0.16,1.47,-9.44,31.61,-22.48,-47.34,0.65,0,0.00,101325.00,
Escrita: 1430,29.66,94173.87,613.15,33.86,30.71,27.68,35.31,35.85,39.51,81,-0.04,0.01,-0.00,-0.16,1.41,-9.46,31.63,-22.48,-47.34,0.04,0,0.00,101325.00,
Escrita: 1431,29.76,94173.41,613.20,33.90,30.69,27.66,35.31,35.91,39.54,80,-0.05,0.00,0.01,-0.19,1.47,-9.47,31.67,-22.48,-47.34,0.85,8,652.30,93730.30,
Escrita: 1432,29.71,94173.93,613.15,33.77,30.78,27.71,35.34,35.84,39.54,81,-0.05,0.00,0.01,-0.17,1.47,-9.46,31.67,-22.48,-47.34,0.31,8,648.90,93768.65,
Escrita: 1433,29.81,94168.45,613.63,33.85,30.84,27.73,35.35,35.95,39.55,81,-0.05,0.00,0.01,-0.19,1.47,-9.46,31.70,-22.48,-47.34,0.94,8,647.90,93779.94,
Escrita: 1434,29.77,94172.44,613.28,33.86,30.81,27.71,35.34,35.88,39.54,80,-0.04,-0.00,0.01,-0.48,1.55,-9.34,31.72,-22.48,-47.34,0.11,8,646.00,93801.38,
Escrita: 1435,29.80,94173.55,613.18,33.94,30.81,27.73,35.38,35.90,39.58,79,-0.07,-0.01,0.04,-0.06,1.32,-9.42,31.75,-22.48,-47.34,0.46,8,645.80,93803.63,
Escrita: 1436,29.80,94172.49,613.28,33.97,30.86,27.78,35.38,35.96,39.56,80,-0.04,0.01,0.00,-0.15,1.38,-9.48,31.77,-22.48,-47.34,0.61,8,646.80,93792.34,
Escrita: 1437,29.85,94168.58,613.62,33.89,30.96,27.80,35.43,36.04,39.66,81,-0.07,-0.01,0.02,-0.02,1.30,-9.47,31.79,-22.48,-47.34,1.22,8,645.60,93805.89,
Escrita: 1438,29.85,94172.36,613.29,33.89,30.79,27.76,35.37,35.94,39.56,79,-0.07,-0.02,0.04,-0.23,1.52,-9.56,31.82,-22.48,-47.34,0.19,8,645.20,93810.41,
Escrita: 1439,30.00,94179.20,612.68,33.91,30.91,27.78,35.35,35.96,39.58,79,-0.07,-0.02,0.05,-0.19,1.46,-9.55,31.84,-22.48,-47.34,0.52,8,646.10,93800.25,
Escrita: 1440,29.92,94170.35,613.47,33.93,31.07,27.84,35.53,36.13,39.78,80,-0.06,0.01,-0.01,-0.03,1.33,-9.49,31.86,-22.48,-47.34,0.44,8,648.00,93778.80,
Escrita: 1441,29.93,94163.84,614.04,33.88,31.10,27.90,35.63,36.07,39.74,80,-0.06,-0.00,0.01,-0.21,1.50,-9.44,31.89,-22.48,-47.34,0.56,8,647.60,93783.32,
Escrita: 1442,29.94,94167.41,613.73,33.93,31.00,27.88,35.45,36.04,39.67,80,-0.05,0.01,-0.00,-0.17,1.42,-9.44,31.90,-22.48,-47.34,0.24,8,649.10,93766.40,
Escrita: 1443,30.10,94166.86,613.77,33.89,31.05,27.88,35.53,36.02,39.65,79,-0.05,0.00,0.01,-0.17,1.47,-9.44,31.93,-22.48,-47.34,0.11,7,650.10,93755.12,
Escrita: 1444,30.02,94168.41,613.64,34.14,31.12,28.01,35.73,36.15,39.71,81,-0.06,-0.01,0.01,-0.11,1.44,-9.43,31.95,-22.48,-47.34,0.76,8,649.90,93757.37,
Escrita: 1445,30.10,94168.44,613.63,34.06,31.12,28.04,35.80,36.18,39.70,81,-0.03,0.03,-0.09,-0.01,1.27,-9.53,31.99,-22.48,-47.34,1.30,7,650.90,93746.09,
Escrita: 1446,30.05,94167.97,613.68,34.29,31.17,28.03,35.69,36.22,39.81,81,-0.07,-0.01,0.02,-0.12,1.45,-9.51,32.01,-22.48,-47.34,0.37,7,652.60,93726.91,
Escrita: 1447,30.14,94165.07,613.93,34.18,31.16,28.04,35.77,36.26,39.83,81,-0.06,0.00,0.00,-0.12,1.43,-9.51,32.02,-22.48,-47.34,0.46,7,654.80,93702.10,
Escrita: 1448,30.10,94167.51,613.72,34.03,31.16,27.98,35.67,36.20,39.78,79,-0.04,0.01,-0.01,-0.09,1.43,-9.49,32.05,-22.48,-47.34,0.74,7,656.50,93682.94,
Escrita: 1449,30.19,94171.75,613.34,34.05,31.18,28.02,35.68,36.24,39.80,80,-0.05,0.01,0.00,-0.26,1.52,-9.45,32.07,-22.48,-47.34,0.76,7,653.40,93717.89,
Escrita: 1450,30.15,94171.07,613.40,34.20,31.27,28.09,35.79,36.30,39.94,81,-0.06,-0.00,0.01,-0.19,1.48,-9.46,32.10,-22.48,-47.34,0.39,7,654.80,93702.10,
Escrita: 1451,30.24,94170.44,613.46,34.17,31.21,28.07,35.82,36.28,39.91,79,-0.05,0.00,0.01,-0.17,1.45,-9.47,32.12,-22.48,-47.34,0.06,7,657.90,93667.16,
Escrita: 1452,30.20,94171.52,613.36,34.27,31.32,28.15,35.87,36.34,39.94,81,-0.05,-0.00,0.02,-0.20,1.53,-9.44,32.14,-22.48,-47.34,0.50,7,655.90,93689.70,
Escrita: 1453,30.29,94168.98,613.59,34.29,31.34,28.16,35.92,36.28,40.00,81,-0.05,-0.00,0.01,-0.15,1.42,-9.48,32.17,-22.48,-47.34,0.07,7,654.10,93710.00,
Escrita: 1454,30.24,94172.11,613.31,34.12,31.33,28.15,35.93,36.34,40.04,81,-0.06,0.00,0.01,-0.20,1.47,-9.44,32.17,-22.48,-47.34,0.31,7,655.30,93696.47,
Escrita: 1455,30.33,94174.86,613.07,34.15,31.30,28.11,35.86,36.28,39.92,80,-0.05,0.00,0.01,-0.10,1.42,-9.44,32.20,-22.48,-47.34,0.35,7,655.80,93690.83,
Escrita: 1456,30.29,94174.85,613.07,34.27,31.37,28.19,35.94,36.36,40.01,81,-0.06,-0.00,0.01,-0.18,1.44,-9.46,32.23,-22.48,-47.34,0.11,7,654.90,93700.98,
Escrita: 1457,30.37,94175.67,613.00,34.22,31.48,28.22,35.97,36.37,40.10,81,-0.05,0.00,0.01,-0.19,1.49,-9.45,32.26,-22.48,-47.34,0.20,8,656.10,93687.45,
Escrita: 1458,30.33,94176.00,612.97,34.22,31.51,28.23,36.02,36.39,40.13,81,-0.04,0.02,-0.04,-0.18,1.54,-9.44,32.27,-22.48,-47.34,0.67,7,660.70,93635.59,
Escrita: 1459,30.41,94175.98,612.97,34.37,31.51,28.26,36.05,36.38,40.15,81,-0.02,0.09,-0.21,-0.09,1.27,-9.47,32.28,-22.48,-47.34,1.00,8,659.40,93650.25,
Escrita: 1460,30.37,94175.67,613.00,34.31,31.50,28.25,36.02,36.41,40.12,81,-0.05,0.01,0.02,-0.46,1.50,-9.50,32.32,-22.48,-47.34,0.50,7,659.00,93654.76,
Escrita: 1461,30.46,94178.00,612.79,34.23,31.48,28.22,35.99,36.42,40.20,81,-0.04,0.00,-0.00,-0.20,1.51,-9.47,32.34,-22.48,-47.34,1.33,7,657.10,93676.17,
Escrita: 1462,30.42,94179.05,612.70,34.42,31.54,28.29,36.07,36.44,40.20,81,-0.04,0.00,0.01,-0.28,1.50,-9.41,32.37,-22.48,-47.34,0.15,7,654.40,93706.62,
Escrita: 1463,30.49,94180.08,612.61,34.38,31.55,28.31,36.08,36.47,40.24,81,-0.06,0.00,0.01,-0.16,1.51,-9.47,32.39,-22.48,-47.34,0.15,8,650.70,93748.34,
Escrita: 1464,30.46,94179.73,612.64,34.34,31.59,28.33,36.17,36.50,40.24,81,-0.05,-0.00,0.03,-0.17,1.47,-9.45,32.40,-22.48,-47.34,0.65,7,648.10,93777.68,
Escrita: 1465,30.54,94181.42,612.49,34.48,31.61,28.35,36.17,36.54,40.30,81,-0.06,-0.01,0.02,-0.15,1.43,-9.44,32.43,-22.48,-47.34,1.07,8,644.70,93816.05,
Escrita: 1466,30.50,94181.59,612.47,34.39,31.53,28.26,35.98,36.41,40.19,80,-0.05,0.00,-0.00,-0.23,1.49,-9.49,32.44,-22.48,-47.34,0.61,7,644.00,93823.95,
Escrita: 1467,30.57,94179.02,612.70,34.47,31.64,28.38,36.17,36.56,40.30,81,-0.05,0.00,0.00,-0.19,1.48,-9.45,32.46,-22.48,-47.34,0.00,7,644.30,93820.56,
Escrita: 1468,30.53,94181.27,612.50,34.50,31.64,28.38,36.22,31.88,40.31,81,-0.25,0.06,-0.11,-2.68,2.29,-8.25,32.47,-22.48,-47.34,0.00,8,646.00,93801.38,
Escrita: 1469,30.56,94190.23,611.71,34.48,31.70,28.38,36.19,37.45,40.30,80,0.07,0.16,0.04,0.53,1.89,-10.40,32.49,-22.48,-47.34,0.00,8,644.90,93813.79,
Escrita: 1470,30.56,94207.91,610.15,34.36,31.56,28.26,36.12,36.34,40.22,78,0.00,0.18,-0.03,-0.30,0.45,-9.47,32.51,-22.48,-47.34,0.00,7,643.10,93834.11,
Escrita: 1471,30.60,94252.05,606.25,34.65,31.69,28.40,36.25,37.41,40.35,81,0.12,0.52,0.06,-0.34,4.06,-12.90,32.55,-22.48,-47.34,0.00,7,635.60,93918.80,
Escrita: 1472,30.60,94225.59,608.59,34.52,31.70,28.39,36.25,37.76,40.33,80,-0.13,-0.03,0.16,-1.26,0.86,-8.14,32.56,-22.48,-47.33,0.00,8,619.00,94106.48,
Escrita: 1473,30.73,94160.52,614.33,34.53,31.80,28.42,36.33,34.78,40.36,81,-0.35,-0.06,0.02,-1.32,-0.94,-8.38,32.59,-22.48,-47.33,0.00,8,623.10,94060.10,
Escrita: 1474,30.65,94148.82,615.37,34.56,31.81,28.42,36.30,37.47,40.36,81,0.44,-0.16,-0.04,-1.72,-0.52,-7.90,32.59,-22.48,-47.33,26.28,0,0.00,101325.00,
Escrita: 1475,30.66,94121.72,617.76,34.40,31.63,28.31,36.22,36.83,40.31,79,0.52,0.25,-0.19,-0.27,0.06,-3.69,32.62,-22.48,-47.34,31.04,0,0.00,101325.00,
Escrita: 1476,30.66,94122.58,617.69,34.41,31.75,28.37,36.30,35.87,40.34,80,0.19,0.10,-0.20,0.11,-0.93,-4.53,32.62,-22.47,-47.34,30.84,0,0.00,101325.00,
Escrita: 1477,30.69,94056.42,623.54,34.50,31.71,28.37,36.30,26.75,40.35,80,-0.31,0.02,0.97,-0.37,0.28,-5.71,32.65,-22.47,-47.34,25.39,0,0.00,101325.00,
Escrita: 1478,30.69,94063.37,622.92,34.62,31.87,28.44,36.37,37.68,40.54,81,0.04,-0.09,0.30,2.08,2.41,-12.47,32.65,-22.47,-47.34,28.91,0,0.00,101325.00,
Escrita: 1479,30.83,94051.92,623.93,34.55,31.83,28.39,36.24,36.59,40.45,80,-0.05,-0.37,0.01,-1.74,1.99,-10.91,32.69,-22.47,-47.34,21.91,0,0.00,101325.00,
Escrita: 1480,30.75,94045.41,624.51,34.62,31.87,28.38,36.40,37.97,40.55,81,-0.23,0.31,0.46,-1.48,3.05,-4.11,32.69,-22.47,-47.34,26.13,8,645.70,93804.76,
Escrita: 1481,30.76,93992.95,629.15,34.63,31.89,28.40,36.41,37.69,40.56,80,0.63,0.18,0.51,-0.83,-0.63,-5.79,32.71,-22.47,-47.34,28.58,8,648.20,93776.55,
Escrita: 1482,30.76,93991.13,629.31,34.58,31.89,28.41,36.43,35.33,40.56,81,0.10,-0.01,0.09,-3.12,0.98,-8.92,32.72,-22.47,-47.34,19.50,8,651.10,93743.84,
Escrita: 1483,30.89,93965.22,631.60,34.56,31.90,28.40,36.38,37.79,40.56,80,0.17,-0.45,0.31,0.34,3.05,-7.39,32.74,-22.47,-47.34,20.37,8,655.60,93693.09,
Escrita: 1484,30.81,93960.78,632.00,34.63,31.88,28.39,36.48,37.51,40.60,81,0.87,0.12,0.12,-0.94,0.54,-6.89,32.75,-22.47,-47.34,20.67,8,657.70,93669.41,
Escrita: 1485,30.81,93927.33,634.99,34.59,31.90,28.41,36.43,33.74,40.56,81,0.39,-0.16,-0.56,-2.19,2.28,-8.96,32.77,-22.47,-47.34,18.21,8,660.40,93638.98,
Escrita: 1486,30.81,93926.63,635.02,34.52,31.88,28.31,36.41,27.20,40.57,80,0.35,-0.79,0.54,-1.32,0.75,-9.56,32.79,-22.47,-47.34,25.67,8,660.20,93641.23,
Escrita: 1487,30.84,93887.86,638.45,34.74,31.93,28.42,36.44,38.00,40.57,80,0.29,0.06,-0.61,-0.93,-0.67,-9.12,32.80,-22.47,-47.34,26.45,8,664.10,93597.29,
Escrita: 1488,30.84,93874.34,639.65,34.63,31.94,28.41,36.50,34.59,40.59,81,0.78,0.13,0.28,1.88,3.54,-11.41,32.83,-22.47,-47.34,23.26,8,666.10,93574.76,
Escrita: 1489,30.97,93851.36,641.68,34.66,31.87,28.41,36.44,34.34,40.52,80,-0.05,-0.07,0.16,-1.00,1.59,-7.93,32.83,-22.47,-47.34,22.84,8,670.20,93528.59,
Escrita: 1490,30.89,93843.28,642.40,34.64,31.97,28.43,36.44,27.56,40.61,81,-0.75,0.11,-0.40,-1.15,0.17,-8.08,32.85,-22.47,-47.34,27.32,8,673.10,93495.94,
Escrita: 1491,30.89,93820.56,644.41,34.75,31.96,28.42,36.42,35.79,40.54,80,0.35,-0.21,-0.46,2.98,3.72,-9.73,32.86,-22.47,-47.34,17.24,8,678.60,93434.05,
Escrita: 1492,30.89,93826.33,643.90,34.79,31.99,28.43,36.52,32.20,40.61,81,0.01,-0.11,-0.00,-0.51,1.67,-10.20,32.87,-22.47,-47.34,17.43,8,676.80,93454.30,
Escrita: 1493,31.03,93827.92,643.76,34.77,31.93,28.44,36.53,31.15,40.60,81,0.03,0.00,-0.11,-1.50,1.46,-9.85,32.89,-22.47,-47.34,24.02,8,674.30,93482.43,
Escrita: 1494,30.94,93815.42,644.87,34.72,31.95,28.41,36.43,33.68,40.64,81,0.09,-0.18,-0.10,1.09,2.10,-10.35,32.89,-22.47,-47.34,22.59,8,672.30,93504.95,
Escrita: 1495,30.99,93818.34,644.61,34.62,31.94,28.38,36.36,28.85,40.57,80,0.07,0.00,-0.30,-1.07,1.42,-9.71,32.91,-22.47,-47.34,11.13,7,672.40,93503.82,
Escrita: 1496,30.95,93816.92,644.74,34.61,31.92,28.37,36.37,26.18,40.52,79,-0.10,-0.17,0.20,-1.21,0.39,-9.03,32.93,-22.47,-47.34,9.61,7,672.50,93502.70,
Escrita: 1497,30.96,93807.77,645.55,34.78,31.94,28.40,36.46,26.02,40.63,81,-0.24,0.04,0.10,-1.71,0.99,-12.09,32.93,-22.46,-47.34,17.78,8,674.00,93485.81,
Escrita: 1498,30.95,93802.31,646.03,34.79,32.02,28.41,36.46,37.42,40.65,81,-1.17,-0.42,-0.33,-2.15,-0.47,-17.08,32.94,-22.46,-47.34,28.98,8,675.90,93464.43,
